month_name,fiscal_year,customer_code,product_code,forecast_quantity,sold_quantity,forecast_error
February,2018,90002014,A4918110102,9,6,3
February,2018,90002016,A4918110102,3,8,-5
February,2018,90003180,A4918110102,1,1,0
February,2018,90006153,A4918110102,1,1,0
February,2018,90006156,A4918110102,0,1,-1
February,2018,90007197,A4918110102,3,1,2
February,2018,90008164,A4918110102,2,1,1
February,2018,90008165,A4918110102,4,3,1
February,2018,90008166,A4918110102,2,1,1
February,2018,90008168,A4918110102,5,1,4
February,2018,90011185,A4918110102,1,1,0
February,2018,90011186,A4918110102,1,1,0
February,2018,90011188,A4918110102,1,1,0
February,2018,90011189,A4918110102,1,1,0
February,2018,90011190,A4918110102,2,1,1
February,2018,90011192,A4918110102,0,1,-1
February,2018,90022072,A4918110102,1,1,0
February,2018,90022073,A4918110102,1,4,-3
February,2018,90022074,A4918110102,3,3,0
February,2018,90022076,A4918110102,2,1,1
February,2018,90022077,A4918110102,1,1,0
February,2018,90022078,A4918110102,2,2,0
February,2018,90022080,A4918110102,1,5,-4
February,2018,90022081,A4918110102,1,3,-2
February,2018,90022082,A4918110102,1,4,-3
February,2018,90023025,A4918110102,1,1,0
February,2018,70002017,A4918110103,15,10,5
February,2018,70002018,A4918110103,6,3,3
February,2018,70003181,A4918110103,1,1,0
February,2018,70003182,A4918110103,1,1,0
February,2018,70006157,A4918110103,1,1,0
February,2018,70006158,A4918110103,1,1,0
February,2018,70007198,A4918110103,2,5,-3
February,2018,70008169,A4918110103,4,1,3
February,2018,70008170,A4918110103,4,1,3
February,2018,70011193,A4918110103,2,1,1
February,2018,70011194,A4918110103,1,1,0
February,2018,70022084,A4918110103,2,3,-1
February,2018,70022085,A4918110103,3,4,-1
February,2018,80006154,A4918110103,1,4,-3
February,2018,80007196,A4918110103,9,12,-3
February,2018,90002001,A4918110103,5,2,3
February,2018,90002002,A4918110103,9,5,4
February,2018,90002004,A4918110103,3,9,-6
February,2018,90002005,A4918110103,6,2,4
February,2018,90002006,A4918110103,3,10,-7
February,2018,90002008,A4918110103,19,5,14
February,2018,90002009,A4918110103,17,12,5
February,2018,90002010,A4918110103,7,9,-2
February,2018,90002012,A4918110103,13,5,8
February,2018,90002013,A4918110103,5,2,3
February,2018,90002014,A4918110103,12,7,5
February,2018,90002016,A4918110103,14,5,9
February,2018,90003180,A4918110103,2,2,0
February,2018,90006153,A4918110103,1,1,0
February,2018,90006156,A4918110103,1,1,0
February,2018,90007197,A4918110103,2,5,-3
February,2018,90008164,A4918110103,1,2,-1
February,2018,90008165,A4918110103,2,2,0
February,2018,90008166,A4918110103,3,2,1
February,2018,90008168,A4918110103,3,2,1
February,2018,90011185,A4918110103,1,2,-1
February,2018,90011188,A4918110103,0,1,-1
February,2018,90011189,A4918110103,2,1,1
February,2018,90022072,A4918110103,3,1,2
February,2018,90022073,A4918110103,1,4,-3
February,2018,90022074,A4918110103,4,4,0
February,2018,90022076,A4918110103,2,2,0
February,2018,90022077,A4918110103,4,1,3
February,2018,90022078,A4918110103,2,5,-3
February,2018,90022080,A4918110103,1,4,-3
February,2018,90022081,A4918110103,1,3,-2
February,2018,90022082,A4918110103,3,5,-2
February,2018,90023022,A4918110103,1,1,0
February,2018,90023024,A4918110103,0,1,-1
February,2018,90023025,A4918110103,1,1,0
February,2018,90023029,A4918110103,0,1,-1
February,2018,70002017,A4918110104,9,3,6
February,2018,70002018,A4918110104,9,2,7
February,2018,70003181,A4918110104,1,2,-1
February,2018,70003182,A4918110104,2,2,0
February,2018,70006158,A4918110104,0,1,-1
February,2018,70007198,A4918110104,4,3,1
February,2018,70008169,A4918110104,1,2,-1
February,2018,70008170,A4918110104,3,2,1
February,2018,70022084,A4918110104,1,1,0
February,2018,70022085,A4918110104,2,1,1
February,2018,70027208,A4918110104,1,1,0
February,2018,80006154,A4918110104,3,4,-1
February,2018,80007196,A4918110104,17,7,10
February,2018,90002001,A4918110104,16,3,13
February,2018,90002002,A4918110104,14,2,12
February,2018,90002004,A4918110104,11,9,2
February,2018,90002005,A4918110104,6,3,3
February,2018,90002006,A4918110104,7,6,1
February,2018,90002008,A4918110104,8,15,-7
February,2018,90002009,A4918110104,12,9,3
February,2018,90002010,A4918110104,13,5,8
February,2018,90002012,A4918110104,5,2,3
February,2018,90002013,A4918110104,11,7,4
February,2018,90002014,A4918110104,6,9,-3
February,2018,90002016,A4918110104,3,2,1
February,2018,90003180,A4918110104,1,1,0
February,2018,90006153,A4918110104,1,1,0
February,2018,90006156,A4918110104,1,1,0
February,2018,90007197,A4918110104,4,4,0
February,2018,90008164,A4918110104,4,3,1
February,2018,90008165,A4918110104,3,2,1
February,2018,90008166,A4918110104,1,1,0
February,2018,90008168,A4918110104,4,2,2
February,2018,90011185,A4918110104,1,2,-1
February,2018,90011186,A4918110104,1,1,0
February,2018,90011188,A4918110104,1,2,-1
February,2018,90011189,A4918110104,1,1,0
February,2018,90011190,A4918110104,2,2,0
February,2018,90011192,A4918110104,1,2,-1
February,2018,90022072,A4918110104,2,3,-1
February,2018,90022073,A4918110104,1,2,-1
February,2018,90022074,A4918110104,2,5,-3
February,2018,90022076,A4918110104,2,3,-1
February,2018,90022077,A4918110104,3,3,0
February,2018,90022078,A4918110104,2,5,-3
February,2018,90022080,A4918110104,2,2,0
February,2018,90022081,A4918110104,2,6,-4
February,2018,90022082,A4918110104,1,4,-3
February,2018,90023025,A4918110104,0,1,-1
February,2018,90023028,A4918110104,0,1,-1
February,2018,70002017,A5018110201,18,8,10
February,2018,70002018,A5018110201,8,5,3
February,2018,70003181,A5018110201,1,1,0
February,2018,70003182,A5018110201,2,2,0
February,2018,70006157,A5018110201,1,1,0
February,2018,70006158,A5018110201,1,1,0
February,2018,70007198,A5018110201,3,6,-3
February,2018,70008169,A5018110201,4,1,3
February,2018,70008170,A5018110201,1,2,-1
February,2018,70011193,A5018110201,1,1,0
February,2018,70011194,A5018110201,1,1,0
February,2018,70022084,A5018110201,1,4,-3
February,2018,70022085,A5018110201,1,5,-4
February,2018,70027208,A5018110201,1,1,0
February,2018,80006154,A5018110201,4,5,-1
February,2018,80007196,A5018110201,17,7,10
February,2018,90002001,A5018110201,10,4,6
February,2018,90002002,A5018110201,6,9,-3
February,2018,90002004,A5018110201,16,3,13
February,2018,90002005,A5018110201,12,10,2
February,2018,90002006,A5018110201,4,8,-4
February,2018,90002008,A5018110201,15,16,-1
February,2018,90002009,A5018110201,11,3,8
February,2018,90002010,A5018110201,3,6,-3
February,2018,90002012,A5018110201,11,8,3
February,2018,90002013,A5018110201,6,7,-1
February,2018,90002014,A5018110201,14,8,6
February,2018,90002016,A5018110201,12,3,9
February,2018,90003180,A5018110201,1,1,0
February,2018,90006153,A5018110201,1,1,0
February,2018,90006156,A5018110201,1,1,0
February,2018,90007197,A5018110201,3,3,0
February,2018,90008164,A5018110201,5,2,3
February,2018,90008165,A5018110201,2,2,0
February,2018,90008166,A5018110201,4,2,2
February,2018,90008168,A5018110201,3,2,1
February,2018,90011185,A5018110201,1,1,0
February,2018,90011188,A5018110201,1,1,0
February,2018,90011189,A5018110201,2,1,1
February,2018,90011190,A5018110201,1,1,0
February,2018,90011192,A5018110201,1,1,0
February,2018,90022072,A5018110201,1,3,-2
February,2018,90022073,A5018110201,2,2,0
February,2018,90022074,A5018110201,1,5,-4
February,2018,90022076,A5018110201,1,3,-2
February,2018,90022077,A5018110201,1,2,-1
February,2018,90022078,A5018110201,2,3,-1
February,2018,90022080,A5018110201,1,3,-2
February,2018,90022081,A5018110201,4,2,2
February,2018,90022082,A5018110201,1,1,0
February,2018,90023024,A5018110201,0,1,-1
February,2018,90023029,A5018110201,0,1,-1
February,2018,90023030,A5018110201,0,1,-1
February,2018,70002017,A5018110202,14,5,9
February,2018,70002018,A5018110202,15,6,9
February,2018,70003181,A5018110202,2,2,0
February,2018,70003182,A5018110202,2,1,1
February,2018,70006158,A5018110202,1,1,0
February,2018,70007198,A5018110202,1,4,-3
February,2018,70008169,A5018110202,2,2,0
February,2018,70008170,A5018110202,3,1,2
February,2018,70011193,A5018110202,1,2,-1
February,2018,70022084,A5018110202,1,5,-4
February,2018,70022085,A5018110202,2,1,1
February,2018,70023032,A5018110202,0,1,-1
February,2018,80006154,A5018110202,5,3,2
February,2018,80007196,A5018110202,14,10,4
February,2018,90002001,A5018110202,7,4,3
February,2018,90002002,A5018110202,12,5,7
February,2018,90002004,A5018110202,11,3,8
February,2018,90002005,A5018110202,14,2,12
February,2018,90002006,A5018110202,5,8,-3
February,2018,90002008,A5018110202,10,4,6
February,2018,90002009,A5018110202,6,9,-3
February,2018,90002010,A5018110202,8,5,3
February,2018,90002012,A5018110202,6,2,4
February,2018,90002013,A5018110202,10,6,4
February,2018,90002014,A5018110202,15,9,6
February,2018,90002016,A5018110202,10,7,3
February,2018,90003180,A5018110202,2,3,-1
February,2018,90006156,A5018110202,1,1,0
February,2018,90007197,A5018110202,5,4,1
February,2018,90008164,A5018110202,2,2,0
February,2018,90008165,A5018110202,5,2,3
February,2018,90008166,A5018110202,5,1,4
February,2018,90008168,A5018110202,4,3,1
February,2018,90011185,A5018110202,2,1,1
February,2018,90011188,A5018110202,1,2,-1
February,2018,90011190,A5018110202,1,1,0
February,2018,90011192,A5018110202,1,1,0
February,2018,90022072,A5018110202,1,4,-3
February,2018,90022073,A5018110202,2,3,-1
February,2018,90022074,A5018110202,3,5,-2
February,2018,90022076,A5018110202,1,2,-1
February,2018,90022077,A5018110202,2,4,-2
February,2018,90022078,A5018110202,2,2,0
February,2018,90022080,A5018110202,1,3,-2
February,2018,90022081,A5018110202,1,4,-3
February,2018,90022082,A5018110202,1,2,-1
February,2018,90023025,A5018110202,0,1,-1
February,2018,90023026,A5018110202,0,1,-1
February,2018,70002017,A5018110203,18,3,15
February,2018,70002018,A5018110203,11,5,6
February,2018,70003181,A5018110203,1,1,0
February,2018,70003182,A5018110203,1,1,0
February,2018,70006157,A5018110203,1,1,0
February,2018,70006158,A5018110203,0,1,-1
February,2018,70007198,A5018110203,3,3,0
February,2018,70008169,A5018110203,2,2,0
February,2018,70008170,A5018110203,2,1,1
February,2018,70011193,A5018110203,1,2,-1
February,2018,70022084,A5018110203,3,3,0
February,2018,70022085,A5018110203,1,4,-3
February,2018,70027208,A5018110203,1,1,0
February,2018,80006154,A5018110203,3,4,-1
February,2018,80007196,A5018110203,13,15,-2
February,2018,90002001,A5018110203,12,9,3
February,2018,90002002,A5018110203,12,9,3
February,2018,90002004,A5018110203,12,9,3
February,2018,90002005,A5018110203,11,9,2
February,2018,90002006,A5018110203,9,6,3
February,2018,90002008,A5018110203,25,9,16
February,2018,90002009,A5018110203,16,13,3
February,2018,90002010,A5018110203,13,6,7
February,2018,90002012,A5018110203,11,2,9
February,2018,90002013,A5018110203,10,6,4
February,2018,90002014,A5018110203,12,9,3
February,2018,90002016,A5018110203,9,5,4
February,2018,90003180,A5018110203,1,1,0
February,2018,90006153,A5018110203,1,1,0
February,2018,90006156,A5018110203,1,1,0
February,2018,90007197,A5018110203,4,2,2
February,2018,90008164,A5018110203,3,2,1
February,2018,90008165,A5018110203,2,2,0
February,2018,90008166,A5018110203,2,1,1
February,2018,90008168,A5018110203,1,3,-2
February,2018,90011186,A5018110203,1,1,0
February,2018,90011188,A5018110203,1,1,0
February,2018,90011189,A5018110203,1,1,0
February,2018,90011190,A5018110203,0,1,-1
February,2018,90011192,A5018110203,0,2,-2
February,2018,90022072,A5018110203,2,5,-3
February,2018,90022073,A5018110203,2,5,-3
February,2018,90022074,A5018110203,2,6,-4
February,2018,90022076,A5018110203,2,3,-1
February,2018,90022077,A5018110203,3,1,2
February,2018,90022078,A5018110203,4,2,2
February,2018,90022080,A5018110203,1,3,-2
February,2018,90022081,A5018110203,4,4,0
February,2018,90022082,A5018110203,2,5,-3
February,2018,90023022,A5018110203,1,1,0
February,2018,90023026,A5018110203,1,1,0
February,2018,90023028,A5018110203,0,1,-1
February,2018,70002017,A5018110204,14,6,8
February,2018,70002018,A5018110204,3,3,0
February,2018,70003181,A5018110204,2,2,0
February,2018,70003182,A5018110204,1,2,-1
February,2018,70006157,A5018110204,1,1,0
February,2018,70007198,A5018110204,2,1,1
February,2018,70008169,A5018110204,4,3,1
February,2018,70008170,A5018110204,3,2,1
February,2018,70011193,A5018110204,2,2,0
February,2018,70011194,A5018110204,1,1,0
February,2018,70022084,A5018110204,1,1,0
February,2018,70022085,A5018110204,2,2,0
February,2018,70027208,A5018110204,2,1,1
February,2018,80006154,A5018110204,5,5,0
February,2018,80007196,A5018110204,12,11,1
February,2018,90002001,A5018110204,4,7,-3
February,2018,90002002,A5018110204,6,8,-2
February,2018,90002004,A5018110204,11,7,4
February,2018,90002005,A5018110204,4,2,2
February,2018,90002006,A5018110204,8,7,1
February,2018,90002008,A5018110204,7,8,-1
February,2018,90002009,A5018110204,11,9,2
February,2018,90002010,A5018110204,14,5,9
February,2018,90002012,A5018110204,9,9,0
February,2018,90002013,A5018110204,13,6,7
February,2018,90002014,A5018110204,11,5,6
February,2018,90002016,A5018110204,16,5,11
February,2018,90003180,A5018110204,2,1,1
February,2018,90006153,A5018110204,1,1,0
February,2018,90007197,A5018110204,2,5,-3
February,2018,90008164,A5018110204,3,1,2
February,2018,90008165,A5018110204,2,2,0
February,2018,90008166,A5018110204,4,1,3
February,2018,90008168,A5018110204,4,2,2
February,2018,90011185,A5018110204,0,1,-1
February,2018,90011186,A5018110204,1,1,0
February,2018,90011189,A5018110204,1,2,-1
February,2018,90011190,A5018110204,1,1,0
February,2018,90011192,A5018110204,1,1,0
February,2018,90022072,A5018110204,2,1,1
February,2018,90022073,A5018110204,2,1,1
February,2018,90022074,A5018110204,2,4,-2
February,2018,90022076,A5018110204,2,3,-1
February,2018,90022077,A5018110204,2,4,-2
February,2018,90022078,A5018110204,1,4,-3
February,2018,90022080,A5018110204,1,3,-2
February,2018,90022081,A5018110204,4,3,1
February,2018,90022082,A5018110204,1,1,0
February,2018,90023022,A5018110204,1,1,0
February,2018,90023024,A5018110204,0,1,-1
February,2018,90023028,A5018110204,1,1,0
February,2018,70002018,A5318110101,0,1,-1
February,2018,80007196,A5318110101,1,1,0
February,2018,90002001,A5318110101,0,1,-1
February,2018,90002008,A5318110101,2,1,1
February,2018,90002014,A5318110101,1,1,0
February,2018,80007196,A5318110102,1,1,0
February,2018,90002002,A5318110102,1,1,0
February,2018,90002004,A5318110102,1,1,0
February,2018,90002008,A5318110102,1,1,0
February,2018,90002013,A5318110102,1,1,0
February,2018,90002016,A5318110102,1,1,0
February,2018,90002001,A5318110103,0,1,-1
February,2018,90002008,A5318110103,2,1,1
February,2018,90002009,A5318110103,1,1,0
February,2018,90002016,A5318110103,0,1,-1
February,2018,70002017,A5318110104,1,1,0
February,2018,80007196,A5318110104,1,1,0
February,2018,90002001,A5318110104,1,1,0
February,2018,90002004,A5318110104,1,1,0
February,2018,90002006,A5318110104,1,1,0
February,2018,90002010,A5318110104,1,1,0
February,2018,90002013,A5318110104,1,1,0
February,2018,90002016,A5318110104,0,1,-1
February,2018,70002017,A5318110105,0,1,-1
February,2018,80007196,A5318110105,1,1,0
February,2018,90002004,A5318110105,1,1,0
February,2018,90002008,A5318110105,1,1,0
February,2018,90002004,A5318110106,0,1,-1
February,2018,90002005,A5318110106,0,1,-1
February,2018,90002008,A5318110106,1,1,0
February,2018,90002014,A5318110106,0,1,-1
February,2018,90002016,A5318110106,1,1,0
February,2018,80007196,A5318110107,0,1,-1
February,2018,90002009,A5318110107,1,1,0
February,2018,90002012,A5318110107,1,1,0
February,2018,90002013,A5318110107,1,1,0
February,2018,90002016,A5318110107,1,1,0
February,2018,80007196,A5318110108,1,1,0
February,2018,90002001,A5318110108,0,1,-1
February,2018,90002004,A5318110108,0,1,-1
February,2018,90002009,A5318110108,0,1,-1
February,2018,70002017,A5419110201,0,1,-1
February,2018,70002018,A5419110201,1,1,0
February,2018,80007196,A5419110201,1,1,0
February,2018,90002004,A5419110201,0,1,-1
February,2018,90002008,A5419110201,1,1,0
February,2018,90002012,A5419110201,1,1,0
February,2018,90002016,A5419110201,0,1,-1
February,2018,70002017,A5419110202,0,1,-1
February,2018,80007196,A5419110202,1,1,0
February,2018,90002004,A5419110202,1,1,0
February,2018,90002008,A5419110202,1,1,0
February,2018,90002010,A5419110202,1,1,0
February,2018,90002014,A5419110202,1,1,0
February,2018,80007196,A5419110203,1,1,0
February,2018,90002001,A5419110203,0,1,-1
February,2018,90002008,A5419110203,0,1,-1
February,2018,90002009,A5419110203,1,1,0
February,2018,90002010,A5419110203,1,1,0
February,2018,90002008,A5419110204,1,1,0
February,2018,90002012,A5419110204,1,1,0
February,2018,90002013,A5419110204,1,1,0
February,2018,80007196,A5419110205,1,1,0
February,2018,90002001,A5419110205,1,1,0
February,2018,90002002,A5419110205,1,1,0
February,2018,90002004,A5419110205,0,1,-1
February,2018,90002008,A5419110205,0,1,-1
February,2018,90002009,A5419110205,1,1,0
February,2018,90002013,A5419110205,1,1,0
February,2018,70002017,A6218160101,728,303,425
February,2018,70002018,A6218160101,654,246,408
February,2018,70003181,A6218160101,47,104,-57
February,2018,70003182,A6218160101,73,103,-30
February,2018,70006157,A6218160101,54,15,39
February,2018,70006158,A6218160101,57,55,2
February,2018,70007198,A6218160101,162,267,-105
February,2018,70008169,A6218160101,99,150,-51
February,2018,70008170,A6218160101,145,143,2
February,2018,70011193,A6218160101,17,16,1
February,2018,70011194,A6218160101,63,40,23
February,2018,70013125,A6218160101,5,18,-13
February,2018,70013126,A6218160101,16,13,3
February,2018,70016177,A6218160101,8,7,1
February,2018,70016178,A6218160101,6,8,-2
February,2018,70022084,A6218160101,116,95,21
February,2018,70022085,A6218160101,40,243,-203
February,2018,70023032,A6218160101,37,37,0
February,2018,70027208,A6218160101,58,11,47
February,2018,80006154,A6218160101,223,80,143
February,2018,80007196,A6218160101,373,779,-406
February,2018,90001020,A6218160101,28,3,25
February,2018,90001021,A6218160101,35,19,16
February,2018,90002001,A6218160101,279,238,41
February,2018,90002002,A6218160101,614,136,478
February,2018,90002004,A6218160101,486,302,184
February,2018,90002005,A6218160101,209,343,-134
February,2018,90002006,A6218160101,674,499,175
February,2018,90002008,A6218160101,785,376,409
February,2018,90002009,A6218160101,272,126,146
February,2018,90002010,A6218160101,620,550,70
February,2018,90002012,A6218160101,238,326,-88
February,2018,90002013,A6218160101,368,489,-121
February,2018,90002014,A6218160101,738,396,342
February,2018,90002016,A6218160101,738,337,401
February,2018,90003180,A6218160101,72,85,-13
February,2018,90006153,A6218160101,38,67,-29
February,2018,90006156,A6218160101,23,25,-2
February,2018,90007197,A6218160101,161,205,-44
February,2018,90008164,A6218160101,127,135,-8
February,2018,90008165,A6218160101,60,42,18
February,2018,90008166,A6218160101,103,100,3
February,2018,90008168,A6218160101,94,81,13
February,2018,90011185,A6218160101,50,76,-26
February,2018,90011186,A6218160101,20,96,-76
February,2018,90011188,A6218160101,68,40,28
February,2018,90011189,A6218160101,66,51,15
February,2018,90011190,A6218160101,57,21,36
February,2018,90011192,A6218160101,32,28,4
February,2018,90013116,A6218160101,11,23,-12
February,2018,90013117,A6218160101,14,24,-10
February,2018,90013118,A6218160101,3,12,-9
February,2018,90013120,A6218160101,7,11,-4
February,2018,90013121,A6218160101,4,22,-18
February,2018,90013122,A6218160101,16,17,-1
February,2018,90013124,A6218160101,7,21,-14
February,2018,90016172,A6218160101,3,6,-3
February,2018,90016173,A6218160101,5,11,-6
February,2018,90016174,A6218160101,3,6,-3
February,2018,90016176,A6218160101,5,4,1
February,2018,90022072,A6218160101,107,82,25
February,2018,90022073,A6218160101,113,112,1
February,2018,90022074,A6218160101,160,331,-171
February,2018,90022076,A6218160101,79,203,-124
February,2018,90022077,A6218160101,16,198,-182
February,2018,90022078,A6218160101,123,81,42
February,2018,90022080,A6218160101,114,122,-8
February,2018,90022081,A6218160101,99,193,-94
February,2018,90022082,A6218160101,143,261,-118
February,2018,90023022,A6218160101,23,17,6
February,2018,90023024,A6218160101,8,36,-28
February,2018,90023025,A6218160101,28,22,6
February,2018,90023026,A6218160101,9,36,-27
February,2018,90023028,A6218160101,34,16,18
February,2018,90023029,A6218160101,34,20,14
February,2018,90023030,A6218160101,14,30,-16
February,2018,70002017,A6218160102,93,383,-290
February,2018,70002018,A6218160102,719,481,238
February,2018,70003181,A6218160102,16,73,-57
February,2018,70003182,A6218160102,73,27,46
February,2018,70006157,A6218160102,39,30,9
February,2018,70006158,A6218160102,55,58,-3
February,2018,70007198,A6218160102,178,327,-149
February,2018,70008169,A6218160102,204,50,154
February,2018,70008170,A6218160102,59,91,-32
February,2018,70011193,A6218160102,77,45,32
February,2018,70011194,A6218160102,78,26,52
February,2018,70013125,A6218160102,6,18,-12
February,2018,70013126,A6218160102,14,7,7
February,2018,70016177,A6218160102,5,10,-5
February,2018,70016178,A6218160102,5,4,1
February,2018,70022084,A6218160102,73,164,-91
February,2018,70022085,A6218160102,102,271,-169
February,2018,70023032,A6218160102,9,12,-3
February,2018,70027208,A6218160102,64,65,-1
February,2018,80006154,A6218160102,91,164,-73
February,2018,80007196,A6218160102,182,1046,-864
February,2018,90001020,A6218160102,5,19,-14
February,2018,90001021,A6218160102,29,26,3
February,2018,90002001,A6218160102,613,511,102
February,2018,90002002,A6218160102,595,551,44
February,2018,90002004,A6218160102,154,110,44
February,2018,90002005,A6218160102,230,375,-145
February,2018,90002006,A6218160102,493,462,31
February,2018,90002008,A6218160102,994,110,884
February,2018,90002009,A6218160102,547,587,-40
February,2018,90002010,A6218160102,359,158,201
February,2018,90002012,A6218160102,465,543,-78
February,2018,90002013,A6218160102,689,69,620
February,2018,90002014,A6218160102,140,158,-18
February,2018,90002016,A6218160102,116,413,-297
February,2018,90003180,A6218160102,35,113,-78
February,2018,90006153,A6218160102,24,71,-47
February,2018,90006156,A6218160102,42,60,-18
February,2018,90007197,A6218160102,79,301,-222
February,2018,90008164,A6218160102,58,108,-50
February,2018,90008165,A6218160102,216,136,80
February,2018,90008166,A6218160102,182,34,148
February,2018,90008168,A6218160102,176,159,17
February,2018,90011185,A6218160102,45,54,-9
February,2018,90011186,A6218160102,65,21,44
February,2018,90011188,A6218160102,50,13,37
February,2018,90011189,A6218160102,75,48,27
February,2018,90011190,A6218160102,75,45,30
February,2018,90011192,A6218160102,20,99,-79
February,2018,90013116,A6218160102,5,16,-11
February,2018,90013117,A6218160102,11,7,4
February,2018,90013118,A6218160102,12,13,-1
February,2018,90013120,A6218160102,9,15,-6
February,2018,90013121,A6218160102,15,13,2
February,2018,90013122,A6218160102,4,5,-1
February,2018,90013124,A6218160102,12,15,-3
February,2018,90016172,A6218160102,4,2,2
February,2018,90016173,A6218160102,9,8,1
February,2018,90016174,A6218160102,7,6,1
February,2018,90016176,A6218160102,1,7,-6
February,2018,90022072,A6218160102,54,34,20
February,2018,90022073,A6218160102,39,217,-178
February,2018,90022074,A6218160102,197,164,33
February,2018,90022076,A6218160102,153,30,123
February,2018,90022077,A6218160102,121,262,-141
February,2018,90022078,A6218160102,86,219,-133
February,2018,90022080,A6218160102,139,217,-78
February,2018,90022081,A6218160102,113,137,-24
February,2018,90022082,A6218160102,140,254,-114
February,2018,90023022,A6218160102,22,18,4
February,2018,90023024,A6218160102,35,13,22
February,2018,90023025,A6218160102,14,20,-6
February,2018,90023026,A6218160102,17,27,-10
February,2018,90023028,A6218160102,38,36,2
February,2018,90023029,A6218160102,24,33,-9
February,2018,90023030,A6218160102,35,20,15
February,2018,70002017,A7118160101,1081,805,276
February,2018,70002018,A7118160101,1597,582,1015
February,2018,70003181,A7118160101,92,32,60
February,2018,70003182,A7118160101,256,276,-20
February,2018,70006157,A7118160101,25,46,-21
February,2018,70006158,A7118160101,57,91,-34
February,2018,70007198,A7118160101,135,432,-297
February,2018,70008169,A7118160101,332,247,85
February,2018,70008170,A7118160101,522,260,262
February,2018,70011193,A7118160101,115,147,-32
February,2018,70011194,A7118160101,64,105,-41
February,2018,70013125,A7118160101,37,16,21
February,2018,70013126,A7118160101,20,35,-15
February,2018,70016177,A7118160101,16,9,7
February,2018,70016178,A7118160101,16,5,11
February,2018,70022084,A7118160101,231,308,-77
February,2018,70022085,A7118160101,268,382,-114
February,2018,70023032,A7118160101,82,56,26
February,2018,70027208,A7118160101,130,35,95
February,2018,80006154,A7118160101,209,362,-153
February,2018,80007196,A7118160101,1271,879,392
February,2018,90001020,A7118160101,75,24,51
February,2018,90001021,A7118160101,66,9,57
February,2018,90002001,A7118160101,1304,372,932
February,2018,90002002,A7118160101,768,803,-35
February,2018,90002004,A7118160101,1350,162,1188
February,2018,90002005,A7118160101,495,822,-327
February,2018,90002006,A7118160101,779,549,230
February,2018,90002008,A7118160101,2023,1494,529
February,2018,90002009,A7118160101,1138,968,170
February,2018,90002010,A7118160101,423,451,-28
February,2018,90002012,A7118160101,575,659,-84
February,2018,90002013,A7118160101,1835,659,1176
February,2018,90002014,A7118160101,950,628,322
February,2018,90002016,A7118160101,1278,926,352
February,2018,90003180,A7118160101,130,44,86
February,2018,90006153,A7118160101,122,61,61
February,2018,90006156,A7118160101,120,88,32
February,2018,90007197,A7118160101,142,432,-290
February,2018,90008164,A7118160101,160,63,97
February,2018,90008165,A7118160101,315,221,94
February,2018,90008166,A7118160101,220,283,-63
February,2018,90008168,A7118160101,48,281,-233
February,2018,90011185,A7118160101,160,117,43
February,2018,90011186,A7118160101,44,138,-94
February,2018,90011188,A7118160101,31,73,-42
February,2018,90011189,A7118160101,117,126,-9
February,2018,90011190,A7118160101,104,63,41
February,2018,90011192,A7118160101,139,135,4
February,2018,90013116,A7118160101,10,43,-33
February,2018,90013117,A7118160101,27,35,-8
February,2018,90013118,A7118160101,23,45,-22
February,2018,90013120,A7118160101,8,19,-11
February,2018,90013121,A7118160101,30,45,-15
February,2018,90013122,A7118160101,36,17,19
February,2018,90013124,A7118160101,29,11,18
February,2018,90016172,A7118160101,12,12,0
February,2018,90016173,A7118160101,2,16,-14
February,2018,90016174,A7118160101,8,17,-9
February,2018,90016176,A7118160101,22,9,13
February,2018,90022072,A7118160101,80,62,18
February,2018,90022073,A7118160101,83,57,26
February,2018,90022074,A7118160101,149,419,-270
February,2018,90022076,A7118160101,125,146,-21
February,2018,90022077,A7118160101,163,290,-127
February,2018,90022078,A7118160101,78,379,-301
February,2018,90022080,A7118160101,60,193,-133
February,2018,90022081,A7118160101,51,339,-288
February,2018,90022082,A7118160101,98,194,-96
February,2018,90023022,A7118160101,55,54,1
February,2018,90023024,A7118160101,58,11,47
February,2018,90023025,A7118160101,60,51,9
February,2018,90023026,A7118160101,25,34,-9
February,2018,90023028,A7118160101,9,16,-7
February,2018,90023029,A7118160101,22,29,-7
February,2018,90023030,A7118160101,62,28,34
March,2018,70002017,A0118150101,69,60,9
March,2018,70003181,A0118150101,11,22,-11
March,2018,70006157,A0118150101,2,2,0
March,2018,70007199,A0118150101,17,44,-27
March,2018,70008169,A0118150101,13,4,9
March,2018,70011193,A0118150101,2,6,-4
March,2018,70013125,A0118150101,1,3,-2
March,2018,70016177,A0118150101,1,1,0
March,2018,70022084,A0118150101,12,35,-23
March,2018,70022085,A0118150101,8,12,-4
March,2018,70023031,A0118150101,1,2,-1
March,2018,70023032,A0118150101,2,1,1
March,2018,70027208,A0118150101,3,11,-8
March,2018,80001019,A0118150101,13,4,9
March,2018,80006155,A0118150101,7,41,-34
March,2018,80007195,A0118150101,30,169,-139
March,2018,80007196,A0118150101,85,140,-55
March,2018,90001020,A0118150101,1,3,-2
March,2018,90001021,A0118150101,4,2,2
March,2018,90002001,A0118150101,25,34,-9
March,2018,90002003,A0118150101,60,36,24
March,2018,90002004,A0118150101,72,66,6
March,2018,90002005,A0118150101,39,19,20
